id,surname,first_name,gender,name,norm,profession_verbatim,OhdAB_01,houseno,name_old_clean,name_new,geo_long,geo_lat
1343,Leemann,Unbekannt,M,Handwerk,Schneider/in,Schneider,"Rohstoffgewinnung, Produktion und Fertigung",12,boulevard des Italiens,boulevard des Italiens,2.337,48.8714
1345,Lehman,Unbekannt,M,Handel,Bandhändler/in,Bänder- u. Handschuh-Handlung,"Kaufmännische Dienstleistungen, Warenhandel, Vertrieb, Hotel und Tourismus",45,rue Vivienne,rue Vivienne,2.33974,48.8684
1348,Leider,Unbekannt,M,Rentner,Rentner/in,Rentner,"Beschäftigungslose, Schüler, Unbekannte",67,rue Neuve-des-Petits-Champs,rue des Petits-Champs,2.33635,48.8669
1969,Lemann u Servant,Unbekannt,Unbekannt,Handel,Magaziner/in,Kleidermagazin,"Verkehr, Logistik, Schutz und Sicherheit",21,rue Croix-des-Petits-Champs,rue Croix-des-Petits-Champs,2.33969,48.8633
1350,Lender,Unbekannt,M,Handwerk,Lithograf/in,Lithograph,"Rohstoffgewinnung, Produktion und Fertigung",41,rue de la Fontaine-Molière,rue Molière,2.33639,48.8653
1973,Levy-Mayer,Unbekannt,M,Handel,Bandgroßhändler/in,"Bänder-, Tüll-, Krep- u. Seidenzeughandlung im Großen","Kaufmännische Dienstleistungen, Warenhandel, Vertrieb, Hotel und Tourismus",18,rue de la Banque,rue de la Banque,2.34103,48.8681
1353,Levy-Neyman,Unbekannt,M,Handwerk,Textilhändler/in (Einzelhandel),Stickereien,"Kaufmännische Dienstleistungen, Warenhandel, Vertrieb, Hotel und Tourismus",22,boulevard Montmartre,boulevard Montmartre,2.34139,48.8717
1976,Lindemann,Unbekannt,M,Handel,Leinwandhändler/in,Leinwandhandlung,"Kaufmännische Dienstleistungen, Warenhandel, Vertrieb, Hotel und Tourismus",Unbekannt,passage Colbert,rue Vivienne,2.33974,48.8684
1355,Lindemann,Unbekannt,M,Handel,Weißzeughändler/in,Weißzeughandlung,"Kaufmännische Dienstleistungen, Warenhandel, Vertrieb, Hotel und Tourismus",17,rue Neuve-des-Petits-Champs,rue des Petits-Champs,2.33812,48.8664
1357,Lindenheimer,Unbekannt,M,Handwerk,Lampist/in,Lampist,"Bau, Architektur, Vermessung und Gebäudetechnik",11,rue de Grammont,rue de Gramont,2.33678,48.8698
1359,Link,Unbekannt,M,Handwerk,Kleidermacher/in,Kleidermacher,"Rohstoffgewinnung, Produktion und Fertigung",35,rue de la Fontaine-Molière,rue Molière,2.33639,48.8653
1361,Linsig,Unbekannt,M,Handwerk,Lederwarenfabrikant/in - Unternehmer/in,Brieftaschen-Fabrikant,"Rohstoffgewinnung, Produktion und Fertigung",10,passage Choiseul,passage Choiseul,2.33575,48.869
1368,Lohner,Unbekannt,M,Handwerk,Schneider/in,Schneider,"Rohstoffgewinnung, Produktion und Fertigung",29,rue Sainte-Anne,rue Sainte-Anne,2.3353,48.8659
1369,Loose,Unbekannt,M,Handwerk,Schneider/in,Schneider,"Rohstoffgewinnung, Produktion und Fertigung",7,rue de Richelieu,rue de Richelieu,2.33567,48.8635
1370,Lorgnié u Moos,Unbekannt,Unbekannt,Handel,Knopfhändler/in,Knöpfe u. Kramwaaren,"Kaufmännische Dienstleistungen, Warenhandel, Vertrieb, Hotel und Tourismus",7,rue de Richelieu,rue de Richelieu,2.33567,48.8635
4261,Losch,Unbekannt,M,Handwerk,Tschismenmacher/in,Stiefelmacher,"Rohstoffgewinnung, Produktion und Fertigung",32,rue des Bons-Enfants,rue des Bons-Enfants,2.33908,48.8643
4258,Lösch,Joh.,M,Handwerk,Schuhmacher/in,Schuhmacher,"Rohstoffgewinnung, Produktion und Fertigung",32,rue des Bons-Enfants,rue des Bons-Enfants,2.33908,48.8643
1371,Loth,Unbekannt,M,Handel,Pastetenhändler/in,Pastetenhändler,"Kaufmännische Dienstleistungen, Warenhandel, Vertrieb, Hotel und Tourismus",31,rue Neuve-des-Petits-Champs,rue des Petits-Champs,2.33682,48.8667
4260,Loth,Unbekannt,M,Sonstiges,Sackträger/in,Sackträger in der Mehlhalle,"Verkehr, Logistik, Schutz und Sicherheit",30,rue des Bons-Enfants,rue des Bons-Enfants,2.33896,48.864
1372,Lotz,Unbekannt,M,Kunst/Erziehung,Musiker/in,Musiker,"Sprach-, Literatur-, Geistes-, Gesellschafts- und Wirtschaftswissenschaften, Medien, Kunst, Kultur und Gestaltung",8,rue du Hanovre,rue de Hanovre,2.33511,48.8702
1373,Lovenmann,Amalie,F,Handel,Modehändler/in,Modehändlerin,"Kaufmännische Dienstleistungen, Warenhandel, Vertrieb, Hotel und Tourismus",56,rue Neuve-des-Petits-Champs,rue des Petits-Champs,2.33302,48.8677
1986,Maas,M.,M,Sonstiges,Feuerversicherungsdirektor/in,Director der Brandassecuranz-Gesellschaft Union,"Unternehmensorganisation, Buchhaltung, Recht und Verwaltung",15,rue de la Banque,rue de la Banque,2.34103,48.8681
1382,Mack,Unbekannt,M,Handwerk,Schneider/in,Schneider,"Rohstoffgewinnung, Produktion und Fertigung",37,Palais-Royal,galerie de Valois,2.33797,48.8641
1383,Mahler,Unbekannt,M,Handwerk,Kleidermacher/in,Kleidermacher,"Rohstoffgewinnung, Produktion und Fertigung",23,rue de Richelieu,rue de Richelieu,2.33617,48.8644
1990,Malwoz,Unbekannt,Unbekannt,Handel,Bekleidungsfertiger/in,Verfertigte Kleidungsstücke,"Rohstoffgewinnung, Produktion und Fertigung",17,rue de la Banque,rue de la Banque,2.34103,48.8681
1388,Manne,Unbekannt,M,Handel,Firmenteilhaber/in,Theilhaber des Hauses Montigny u. Manne. Commissionshandel,"Rohstoffgewinnung, Produktion und Fertigung",18,rue Vivienne,rue Vivienne,2.33972,48.8682
1389,Mansel,Unbekannt,M,Handwerk,Wurstmacher/in,Wurstler,"Rohstoffgewinnung, Produktion und Fertigung",5,rue des Filles-Saint-Thomas,rue des Filles-Saint-Thomas,2.3412,48.8685
1393,Mathias,A.,M,Handel,Kommissionär/in,Waaren-Commissionär,"Kaufmännische Dienstleistungen, Warenhandel, Vertrieb, Hotel und Tourismus",9,rue de la Bourse,rue de la Bourse,2.33963,48.8695
2223,Mathies u Hartmann,Unbekannt,Unbekannt,Angestellte,Bahnagent/in,Agentur der nordischen Eisenbahn,"Verkehr, Logistik, Schutz und Sicherheit",50,rue Croix-des-Petits-Champs,rue Croix-des-Petits-Champs,2.34071,48.8649
2224,Mathis,L.,M,Selbstständig,Speisewirt/in,Speisewirth,"Kaufmännische Dienstleistungen, Warenhandel, Vertrieb, Hotel und Tourismus",4,cour des Fontaines,place de Valois,2.33812,48.8632
1398,Mauermann,Joh.,M,Handwerk,Schneider/in,Schneider,"Rohstoffgewinnung, Produktion und Fertigung",2,rue Favart,rue Favart,2.33809,48.871
1399,May,Unbekannt,M,Handel,Leinwandhändler/in,Leinwandhändler,"Kaufmännische Dienstleistungen, Warenhandel, Vertrieb, Hotel und Tourismus",106,rue de Richelieu,rue de Richelieu,2.33987,48.8714
1402,Mayer,Unbekannt,M,Kunst/Erziehung,Daguerrotypist/in,Daguerreotypist u. Photograph,"Rohstoffgewinnung, Produktion und Fertigung",48,rue Vivienne,rue Vivienne,2.33974,48.8684
1400,Mayer,Unbekannt,M,Handel,Juwelenhändler/in,Juwelenhändler,"Kaufmännische Dienstleistungen, Warenhandel, Vertrieb, Hotel und Tourismus",35,rue Neuve-des-Petits-Champs,rue des Petits-Champs,2.33647,48.8668
1401,Mayer,Unbekannt,M,Handel,Apotheker/in,Apotheker,"Gesundheit, Soziales, Lehre und Erziehung",24,rue Feydeau,rue Feydeau,2.34005,48.8699
1403,Mayer,Unbekannt,M,Handel,Blumenhändler/in,Blumenhändler,"Land-, Forst- und Tierwirtschaft und Gartenbau",29,rue de Richelieu,rue de Richelieu,2.33629,48.8647
1405,Mech,Unbekannt,M,Handwerk,Metzger/in,Metzger,"Rohstoffgewinnung, Produktion und Fertigung",16,rue Gaillon,rue Gaillon,2.33424,48.8686
1409,Mellinger,A.,M,Handel,Kräuterhändler/in,Kräuterhändler,"Kaufmännische Dienstleistungen, Warenhandel, Vertrieb, Hotel und Tourismus",10,rue Chabannais,rue Chabanais,2.33697,48.8675
1411,Mercklein,Ch.,M,Handwerk,Mathematikwerkzeugmacher/in,Fabrikant mathematischer Werkzeuge u. Gasthaus,"Rohstoffgewinnung, Produktion und Fertigung",4,rue Colbert,rue Colbert,2.33873,48.8681
1412,Merger,C.,M,Sonstiges,Feuerversicherungsdirektor/in,Director der Lebens- u. Feuer-Versicherungs-Kassen,"Unternehmensorganisation, Buchhaltung, Recht und Verwaltung",110,rue de Richelieu,rue de Richelieu,2.33837,48.868
1415,Mertens,Unbekannt,M,Handwerk,Blumenfabrikant/in (Arbeiter/in),Blumenfabrikant,"Sprach-, Literatur-, Geistes-, Gesellschafts- und Wirtschaftswissenschaften, Medien, Kunst, Kultur und Gestaltung",1,rue Grétry,rue Grétry,2.33753,48.8703
1417,Metthez,Unbekannt,M,Handwerk,Schneider/in,Schneider,"Rohstoffgewinnung, Produktion und Fertigung",9,rue de Richelieu,rue de Richelieu,2.33575,48.8637
1422,Meyer,Unbekannt,Unbekannt,Handel,Textilhändler/in (Einzelhandel),Artikel für Schneider,"Kaufmännische Dienstleistungen, Warenhandel, Vertrieb, Hotel und Tourismus",11,rue Rameau,rue Rameau,2.33685,48.8679
4250,Meyer,Unbekannt,M,Handwerk,Buchbinder/in,Buchbinder,"Rohstoffgewinnung, Produktion und Fertigung",11,Place de la Bourse,Place de la Bourse,2.34139,48.8692
1419,Meyer,Unbekannt,M,Selbstständig,Speisewirt/in,Speisewirth,"Kaufmännische Dienstleistungen, Warenhandel, Vertrieb, Hotel und Tourismus",30,rue des Moulins,rue des Moulins,2.33518,48.8669
1424,Meyer u Himmes,Unbekannt,Unbekannt,Handwerk,Schneider/in,Schneider,"Rohstoffgewinnung, Produktion und Fertigung",50,rue Neuve-des-Petits-Champs,rue des Petits-Champs,2.33345,48.8676
1420,Meyer-Spielmann,Unbekannt,Unbekannt,Handel,Geldwechsler/in,Geldwechsler,"Unternehmensorganisation, Buchhaltung, Recht und Verwaltung",26,rue Vivienne,rue Vivienne,2.33974,48.8684
1425,Michel,Et. Vinc.,M,Handwerk,Schlosser/in,Schlosser,"Rohstoffgewinnung, Produktion und Fertigung",16,rue Sainte-Anne,rue Sainte-Anne,2.33514,48.8653
1427,Misler,Unbekannt,M,Selbstständig,Klavierlehrer/in,Klavierlehrer,"Gesundheit, Soziales, Lehre und Erziehung",8,rue Vivienne,rue Vivienne,2.33926,48.8673
1428,Moos,Unbekannt,M,Handwerk,Stiefelmacher/in,"Stiefelmacher, Nachfolger v. Lejeune","Rohstoffgewinnung, Produktion und Fertigung",25,rue de Richelieu,rue de Richelieu,2.33621,48.8645
1429,Morbach,Unbekannt,M,Handwerk,Schneider/in,Schneider,"Rohstoffgewinnung, Produktion und Fertigung",81,rue Neuve-des-Petits-Champs,rue des Petits-Champs,2.33257,48.8677
1445,Müllenbract,Unbekannt,M,Handwerk,Schneider/in,Schneider,"Rohstoffgewinnung, Produktion und Fertigung",2,rue Sainte-Anne,rue Sainte-Anne,2.33472,48.8645
2008,Müller,Unbekannt,M,Selbstständig,"Amtsadvokat/in, Oberamtsadvokat/in",Advocat an dem Appellhofe,"Unternehmensorganisation, Buchhaltung, Recht und Verwaltung",33,rue Croix-des-Petits-Champs,rue Croix-des-Petits-Champs,2.34008,48.8641
1435,Müller,C. H.,M,Selbstständig,Dolmetscher/in,Dollmetscher für Reisende,"Unternehmensorganisation, Buchhaltung, Recht und Verwaltung",37,rue de la Fontaine-Molière,rue Molière,2.33639,48.8653
1438,Müller,Unbekannt,M,Handel,"Tabakhändler/in, Tabakwarenhändler/in",Tabak,"Kaufmännische Dienstleistungen, Warenhandel, Vertrieb, Hotel und Tourismus",20,passage des Panoramas,passage des Panoramas,2.34167,48.8711
1444,Müller,Unbekannt,M,Handel,Warenlagerist/in,Wund-Instrumenten-Lager,"Verkehr, Logistik, Schutz und Sicherheit",48,rue Neuve-des-Petits-Champs,rue des Petits-Champs,2.33356,48.8676
1443,Müller,Unbekannt,F,Handwerk,Damenschuhmacher/in,Damenschuhmacher,"Rohstoffgewinnung, Produktion und Fertigung",21,passage des Panoramas,passage des Panoramas,2.34167,48.8711
1440,Müller,Unbekannt,M,Handwerk,Schuhmacher/in,Schuhmacher,"Rohstoffgewinnung, Produktion und Fertigung",21,Galerie Saint-Marc,Galerie Saint-Marc,2.34197,48.8706
1442,Mülmans,Unbekannt,M,Handwerk,Kleidermacher/in,Kleidermacher,"Rohstoffgewinnung, Produktion und Fertigung",5,rue des Filles-Saint-Thomas,rue des Filles-Saint-Thomas,2.3412,48.8685
1451,Nathalie-Kolb,Unbekannt,F,Handwerk,Näher/in (Textil),Näherin,"Rohstoffgewinnung, Produktion und Fertigung",39,rue de Richelieu,rue de Richelieu,2.33656,48.8652
1453,Nelisen,Unbekannt,M,Handwerk,Schneider/in,Schneider,"Rohstoffgewinnung, Produktion und Fertigung",25,rue de Richelieu,rue de Richelieu,2.33621,48.8645
1454,Neuburger,Unbekannt,M,Handwerk,Lampenfabrikant/in (Unternehmer/in),Lampenfabrik,"Sprach-, Literatur-, Geistes-, Gesellschafts- und Wirtschaftswissenschaften, Medien, Kunst, Kultur und Gestaltung",4,rue Vivienne,rue Vivienne,2.33909,48.867
1455,Neuburger,Unbekannt,M,Handwerk,Lampenfabrikant/in (Unternehmer/in),Broncelampenfabrik,"Sprach-, Literatur-, Geistes-, Gesellschafts- und Wirtschaftswissenschaften, Medien, Kunst, Kultur und Gestaltung",10,rue Vivienne,rue Vivienne,2.33934,48.8675
1456,Neuhaus,Unbekannt,M,Handwerk,Steindrucker/in,Steindruckerei,"Rohstoffgewinnung, Produktion und Fertigung",71,rue de Richelieu,rue de Richelieu,2.3378,48.8675
1457,Neuhaus,Unbekannt,M,Selbstständig,Speisewirt/in,Speisewirth,"Kaufmännische Dienstleistungen, Warenhandel, Vertrieb, Hotel und Tourismus",83,Palais-Royal,galerie de Valois,2.33797,48.8641
1458,Neumann u Huiart,Unbekannt,Unbekannt,Handwerk,Schneider/in,Schneider,"Rohstoffgewinnung, Produktion und Fertigung",19,rue Vivienne,rue Vivienne,2.3398,48.8685
2254,Neymark,Unbekannt,M,Handel,Kleiderhändler/in,gefertigte Kleidungsstücke,"Kaufmännische Dienstleistungen, Warenhandel, Vertrieb, Hotel und Tourismus",50,rue Croix-des-Petits-Champs,rue Croix-des-Petits-Champs,2.34071,48.8649
1725,Neynens,Unbekannt,M,Handwerk,Schneider/in,Schneider,"Rohstoffgewinnung, Produktion und Fertigung",40,rue de Richelieu,rue de Richelieu,2.33704,48.8659
1728,Niesgodzki,P.,Unbekannt,Handwerk,Schneider/in,Schneider,"Rohstoffgewinnung, Produktion und Fertigung",24,rue Feydeau,rue Feydeau,2.34005,48.8699
1729,Nolf,Unbekannt,M,Handel,Spielwarenhändler/in,Spielwaaren,"Kaufmännische Dienstleistungen, Warenhandel, Vertrieb, Hotel und Tourismus",57,passage Choiseul,passage Choiseul,2.33575,48.869
1730,Nortmann,Unbekannt,M,Selbstständig,Podologe/Podologin,Fußarzt,"Gesundheit, Soziales, Lehre und Erziehung",9,rue de Richelieu,rue de Richelieu,2.33575,48.8637
1151,Obert,Unbekannt,M,Handwerk,Haarkräusler/in,Haarkräusler,"Gesundheit, Soziales, Lehre und Erziehung",84,rue de Richelieu,rue de Richelieu,2.33919,48.87
1153,Ollendorff,H. G.,M,Kunst/Erziehung,Professor/in (Sprachwissenschaften),Professor der deutschen Sprache und Literatur,"Gesundheit, Soziales, Lehre und Erziehung",28,rue de Richelieu,rue de Richelieu,2.33677,48.8654
1154,Oppenheim,Paul,M,Handel,Edelsteinhändler/in (Einzelhandel),Edelsteine und Perlen,"Kaufmännische Dienstleistungen, Warenhandel, Vertrieb, Hotel und Tourismus",13,rue Neuve-des-Petits-Champs,rue des Petits-Champs,2.33852,48.8663
4248,Ortmann,Unbekannt,M,Handel,Kommissionär/in,Commissionär,"Kaufmännische Dienstleistungen, Warenhandel, Vertrieb, Hotel und Tourismus",5,Place de la Bourse,Place de la Bourse,2.34139,48.8692
1163,Ortmans,Unbekannt,M,Handel,Kunsthändler/in,Kunst-Gegenstände,"Kaufmännische Dienstleistungen, Warenhandel, Vertrieb, Hotel und Tourismus",22,rue Vivienne,rue Vivienne,2.33991,48.8685
1164,Ostermann,Unbekannt,M,Handwerk,Schneider/in,Schneider,"Rohstoffgewinnung, Produktion und Fertigung",32,rue Saint-Marc,rue Saint-Marc,2.34142,48.8703
1167,Ottenburg,Unbekannt,M,Selbstständig,Arzt/Ärztin,Arzt,"Gesundheit, Soziales, Lehre und Erziehung",106,rue de Richelieu,rue de Richelieu,2.33987,48.8714
1169,Ottenburger,Unbekannt,M,Selbstständig,Arzt/Ärztin,Arzt,"Gesundheit, Soziales, Lehre und Erziehung",64,rue de Richelieu,rue de Richelieu,2.33851,48.8687
1171,Oulman,Unbekannt,Unbekannt,Handel,Kaschmirhändler/in,Cachemir und indische Schalen,"Kaufmännische Dienstleistungen, Warenhandel, Vertrieb, Hotel und Tourismus",21,rue Saint-Marc,rue Saint-Marc,2.34041,48.8704
1193,Person & Schönwerk,Unbekannt,Unbekannt,Handwerk,Schneider/in,Schneider,"Rohstoffgewinnung, Produktion und Fertigung",18,rue de Richelieu,rue de Richelieu,2.33645,48.8648
1194,Pesch,Unbekannt,M,Handwerk,Schneider/in,Schneider,"Rohstoffgewinnung, Produktion und Fertigung",5,rue Saint-Marc,rue Saint-Marc,2.34165,48.8703
1195,Peucherin,L.,M,Handwerk,Musterzeichner/in,Musterzeichner,"Rohstoffgewinnung, Produktion und Fertigung",31,rue Sainte-Anne,rue Sainte-Anne,2.33537,48.866
1196,Peytel,Unbekannt,F,Handwerk,Nähwarenhändler/in,Näharbeiten,"Kaufmännische Dienstleistungen, Warenhandel, Vertrieb, Hotel und Tourismus",4,passage Choiseul,passage Choiseul,2.33575,48.869
1199,Pfeffer,Unbekannt,M,Handwerk,Schneider/in,Schneider,"Rohstoffgewinnung, Produktion und Fertigung",2,rue de la Fontaine-Molière,rue Molière,2.33639,48.8653
1201,Pfeiffer & Detournière,Unbekannt,Unbekannt,Handel,Modehändler/in,Modewaaren,"Kaufmännische Dienstleistungen, Warenhandel, Vertrieb, Hotel und Tourismus",23,rue de Richelieu,rue de Richelieu,2.33617,48.8644
1724,Philip,Unbekannt,M,Handel,Juwelier/in,Juwelier,"Kaufmännische Dienstleistungen, Warenhandel, Vertrieb, Hotel und Tourismus",16,passage Choiseul,passage Choiseul,2.33575,48.869
1203,Philip,Unbekannt,M,Selbstständig,Hausvermieter/in,Möblirtes Haus,"Eigentümer, Besitzer und Mieter",18,passage Choiseul,passage Choiseul,2.33575,48.869
1204,Pickard & Schinck,Unbekannt,Unbekannt,Handwerk,Tschismenmacher/in,Stiefelmacher,"Rohstoffgewinnung, Produktion und Fertigung",44,rue Sainte-Anne,rue Sainte-Anne,2.33585,48.8668
1210,Pickert,H. Cour.,M,Handwerk,Schuhmacher/in,Schuhmacher,"Rohstoffgewinnung, Produktion und Fertigung",9,rue Vivienne,rue Vivienne,2.33943,48.8678
1212,Platel & Berger,Unbekannt,Unbekannt,Handel,Leinwandhändler/in,Leinwandhändler,"Kaufmännische Dienstleistungen, Warenhandel, Vertrieb, Hotel und Tourismus",75,rue de Richelieu,rue de Richelieu,2.33837,48.868
1217,Pluzanski,J. R.,M,Selbstständig,Advokat/in,Advocat und Buchhalter,"Unternehmensorganisation, Buchhaltung, Recht und Verwaltung",22,rue Sainte-Anne,rue Sainte-Anne,2.33542,48.8659
1218,Polak,Th.,M,Handel,Edelsteinhändler/in (Einzelhandel),Edelsteine und Perlen,"Kaufmännische Dienstleistungen, Warenhandel, Vertrieb, Hotel und Tourismus",9,boulevard des Italiens,boulevard des Italiens,2.33854,48.8716
1220,Pold,C.,M,Kunst/Erziehung,Sekretär/in und Übersetzer/in,Schreibereien und Übersetzung,"Unternehmensorganisation, Buchhaltung, Recht und Verwaltung",3,rue de la Bourse,rue de la Bourse,2.33963,48.8695
1221,Postel,Unbekannt,M,Selbstständig,"Amtsadvokat/in, Oberamtsadvokat/in",Advocat erster Instanz,"Unternehmensorganisation, Buchhaltung, Recht und Verwaltung",10,rue de Louvois,rue de Louvois,2.33679,48.8684
1224,Pradel,Unbekannt,M,Handel,Pelzhändler/in,Pelzhändler,"Kaufmännische Dienstleistungen, Warenhandel, Vertrieb, Hotel und Tourismus",67,rue Neuve-des-Petits-Champs,rue des Petits-Champs,2.33635,48.8669
1225,Puff,Ch.,M,Handwerk,Schneider/in,Schneider,"Rohstoffgewinnung, Produktion und Fertigung",19,passage de l' Opéra,boulevard des Italiens,2.337,48.8714
1226,Quenesen,Unbekannt,M,Handwerk,Kunstdrechsler/in,Kunstdrechsler,"Sprach-, Literatur-, Geistes-, Gesellschafts- und Wirtschaftswissenschaften, Medien, Kunst, Kultur und Gestaltung",55,rue Neuve-des-Petits-Champs,rue des Petits-Champs,2.33479,48.8672
1228,Questel,Unbekannt,M,Selbstständig,Kaffeehausangehörige/r,Kaffeehaus,"Kaufmännische Dienstleistungen, Warenhandel, Vertrieb, Hotel und Tourismus",56,Palais-Royal,galerie de Valois,2.33797,48.8641
1229,Radenezet,Unbekannt,M,Handwerk,Klaviermacher/in,Klaviermacher,"Sprach-, Literatur-, Geistes-, Gesellschafts- und Wirtschaftswissenschaften, Medien, Kunst, Kultur und Gestaltung",8,rue de Richelieu,rue de Richelieu,2.33615,48.8643
1231,Rainsden,Unbekannt,M,Handel,Juwelenhändler/in,Juwelenhändler,"Kaufmännische Dienstleistungen, Warenhandel, Vertrieb, Hotel und Tourismus",7,rue Gaillon,rue Gaillon,2.33381,48.8679
1232,Ramsden,Unbekannt,M,Handwerk,Goldschmied/in,Goldschmied,"Sprach-, Literatur-, Geistes-, Gesellschafts- und Wirtschaftswissenschaften, Medien, Kunst, Kultur und Gestaltung",7,rue Gaillon,rue Gaillon,2.33381,48.8679
1233,Rapp,Unbekannt,M,Handwerk,Tschismenmacher/in,Stiefelmacher,"Rohstoffgewinnung, Produktion und Fertigung",21,rue Feydeau,rue Feydeau,2.34106,48.87
1236,Rauch,Unbekannt,F,Selbstständig,Depilator/in,Depilatorium,"Kaufmännische Dienstleistungen, Warenhandel, Vertrieb, Hotel und Tourismus",85,rue de Richelieu,rue de Richelieu,2.33845,48.8688
1257,Reid,Walter,M,Handwerk,Steinschneider/in,Steinschneider,"Rohstoffgewinnung, Produktion und Fertigung",3,rue de Richelieu,rue de Richelieu,2.33558,48.8633
1258,Reimke,Ch. Aug.,M,Handwerk,Schneider/in,Schneider,"Rohstoffgewinnung, Produktion und Fertigung",23,rue des Moulins,rue des Moulins,2.33511,48.867
1260,Reinach von,Unbekannt,M,Beamte,Deputierte/r in ständischen Organen,Deputirter des Oberrheins,"Unternehmensorganisation, Buchhaltung, Recht und Verwaltung",23,rue de Richelieu,rue de Richelieu,2.33617,48.8644
1267,Reiß,Unbekannt,F,Handel,Weißzeughändler/in,Weißzeughandel,"Kaufmännische Dienstleistungen, Warenhandel, Vertrieb, Hotel und Tourismus",11,rue de Ventadour,rue de Ventadour,2.33443,48.867
1264,Remlinger,Unbekannt,M,Selbstständig,Kaffeehausangehörige/r,Kaffeehaus,"Kaufmännische Dienstleistungen, Warenhandel, Vertrieb, Hotel und Tourismus",31,rue Vivienne,rue Vivienne,2.33974,48.8684
1270,Rettig,Unbekannt,M,Handel,Pelzhändler/in,Pelzwaaren,"Kaufmännische Dienstleistungen, Warenhandel, Vertrieb, Hotel und Tourismus",2,rue de Valois,rue de Valois,2.33816,48.8639
1273,Reutlinger,Ch.,M,Kunst/Erziehung,Fotograf/in,Photograph,"Rohstoffgewinnung, Produktion und Fertigung",112,rue de Richelieu,rue de Richelieu,2.33837,48.868
1281,Rieffel,Unbekannt,M,Handwerk,Bäcker/in,Bäcker,"Rohstoffgewinnung, Produktion und Fertigung",51,rue de Richelieu,rue de Richelieu,2.33718,48.8664
1285,Ringer,Unbekannt,M,Handwerk,Schneider/in,Schneider,"Rohstoffgewinnung, Produktion und Fertigung",1,rue de Marivaux,rue de Marivaux,2.33725,48.8705
1291,Ritter,Unbekannt,M,Handel,Schmuckwarenhändler/in (Einzelhandel),Aechte und unächte Schmucksachen,"Kaufmännische Dienstleistungen, Warenhandel, Vertrieb, Hotel und Tourismus",5,rue Sainte-Anne,rue Sainte-Anne,2.33475,48.8647
2210,Robert-Weber,Unbekannt,M,Handwerk,Schneider/in,Schneider,"Rohstoffgewinnung, Produktion und Fertigung",1,cour des Fontaines,place de Valois,2.33639,48.8653
1301,Roger,Unbekannt,M,Handel,Modehändler/in,Modewaaren,"Kaufmännische Dienstleistungen, Warenhandel, Vertrieb, Hotel und Tourismus",3,boulevard des Italiens,boulevard des Italiens,2.3396,48.8717
1303,Roger,Unbekannt,M,Selbstständig,Arzt/Ärztin,Arzt,"Gesundheit, Soziales, Lehre und Erziehung",51,rue Sainte-Anne,rue Sainte-Anne,2.33596,48.8672
1299,Roger,Unbekannt,M,Handwerk,Kramer/in - Krämer/in,Krämer,"Kaufmännische Dienstleistungen, Warenhandel, Vertrieb, Hotel und Tourismus",1,rue de Grammont,rue de Gramont,2.33669,48.8691
1311,Rosenfeld,Unbekannt,M,Handel,Weinhändler/in (Einzelhandel),Weinhandel,"Kaufmännische Dienstleistungen, Warenhandel, Vertrieb, Hotel und Tourismus",19,rue de Richelieu,rue de Richelieu,2.33605,48.8642
1325,Roth,Unbekannt,M,Handwerk,Schneider/in,Schneider,"Rohstoffgewinnung, Produktion und Fertigung",7,rue Rameau,rue Rameau,2.33735,48.8678
1327,Roth,Unbekannt,M,Handwerk,Tschismenmacher/in,Stiefelmacher,"Rohstoffgewinnung, Produktion und Fertigung",29,rue de Choiseul,rue de Choiseul,2.33597,48.8706
1324,Roth,Unbekannt,M,Handwerk,Schneider/in,Schneider,"Rohstoffgewinnung, Produktion und Fertigung",10,rue de Richelieu,rue de Richelieu,2.33623,48.8644
1318,Roth,Unbekannt,M,Handwerk,Schneider/in,Schneider,"Rohstoffgewinnung, Produktion und Fertigung",96,rue de Richelieu,rue de Richelieu,2.33947,48.8706
1328,Roth,Unbekannt,M,Handwerk,Schneider/in,Schneider,"Rohstoffgewinnung, Produktion und Fertigung",1,rue Grétry,rue Grétry,2.33753,48.8703
1336,Rubech,Unbekannt,M,Selbstständig,Arzt/Ärztin,Arzt,"Gesundheit, Soziales, Lehre und Erziehung",32,rue des Moulins,rue des Moulins,2.33522,48.867
1337,Rubech,Unbekannt,M,Selbstständig,Zahnarzt/-ärztin,Zahnarzt,"Gesundheit, Soziales, Lehre und Erziehung",14,rue Sainte-Anne,rue Sainte-Anne,2.33508,48.8652
1338,Ruf,Unbekannt,M,Handwerk,Schneider/in,Schneider,"Rohstoffgewinnung, Produktion und Fertigung",5,rue Neuve-des-Petits-Champs,rue des Petits-Champs,2.33835,48.8664
4259,Rukenbrod-Kiefer,F.,M,Handel,Manufakturhändler/in,Manufakturwaaren,"Kaufmännische Dienstleistungen, Warenhandel, Vertrieb, Hotel und Tourismus",29,rue des Bons-Enfants,rue des Bons-Enfants,2.33921,48.8646
1376,Rutten,Unbekannt,M,Handwerk,Schneider/in,Schneider,"Rohstoffgewinnung, Produktion und Fertigung",26,rue de Richelieu,rue de Richelieu,2.33671,48.8653
1378,Ryder,W. H.,M,Kunst/Erziehung,Englischlehrer/in,Lehrer der englischen Sprache,"Gesundheit, Soziales, Lehre und Erziehung",48,rue Vivienne,rue Vivienne,2.33974,48.8684
